"Time (sec)","Elevation (deg)","Azimuth (deg)","Aspect Angle (deg)","Range (m)","Range Rate (m/s)"
426,15.898945,-154.815,136.67738,1524586.8924,4459.9073616
427,15.843866,-154.86516,137.29012,1529055.04704,4476.320232
428,15.788224,-154.91482,137.74773,1533539.96568,4493.72736
429,15.731999,-154.96393,138.16581,1538042.68464,4511.7200088
429.07999,15.72748,-154.96785,138.196,1538403.56784,4513.1845728
430,15.675196,-155.01253,138.57891,1542563.56968,4530.2335608
431,15.617808,-155.06064,138.85675,1547103.16944,4549.121712
432,15.559829,-155.10822,138.97626,1551662.18496,4568.5030296
433,15.501268,-155.15536,139.01861,1556240.3724,4588.491204
434,15.442093,-155.20197,139.06283,1560839.25576,4609.1212872
435,15.382304,-155.24813,139.13358,1565459.01792,4630.4411328
436,15.321882,-155.29379,139.21485,1570100.51232,4652.5010328
437,15.260815,-155.33899,139.29838,1574764.31808,4675.310436
438,15.19909,-155.38373,139.36717,1579451.22768,4698.8918976
439,15.136692,-155.428,139.46269,1584162.186,4723.205184
440,15.073606,-155.4718,139.65053,1588897.92456,4748.157636
441,15.009839,-155.51516,139.9039,1593658.62624,4773.6017304
442,14.945378,-155.55807,140.0918,1598445.29688,4799.3789712
443,14.880243,-155.60059,140.17876,1603257.4488,4825.4866152
444,14.814423,-155.64266,140.23867,1608096.27072,4851.9188712
445,14.747925,-155.68432,140.23737,1612961.42736,4878.7315176
446,14.680739,-155.72559,140.22303,1617853.8636,4906.016604
447,14.612864,-155.76646,140.22928,1622773.73184,4933.8378336
448,14.544289,-155.80692,140.25521,1627721.88552,4962.2512896
449,14.475018,-155.84704,140.29814,1632698.29416,4991.2511808
450,14.405027,-155.88677,140.32075,1637704.4208,5020.9438824
451,14.334312,-155.92612,140.35128,1642740.60072,5051.3095824
452,14.262871,-155.96513,140.38958,1647807.35208,5082.4016208
453,14.190688,-156.00379,140.43281,1652905.61976,5114.2123776
454,14.117757,-156.0421,140.4589,1658035.98288,5146.762884
455,14.044067,-156.08012,140.4899,1663199.29488,5180.0589312
456,13.969608,-156.11778,140.55414,1668396.43968,5214.0989952
457,13.894375,-156.15516,140.59066,1673627.81352,5248.8736272
458,13.818362,-156.19221,140.61292,1678894.39176,5284.3544808
459,13.741562,-156.229,140.63318,1684196.69256,5320.5436896
460,13.663961,-156.26548,140.67828,1689535.87416,5357.4744768
461,13.585567,-156.30173,140.73683,1694911.96704,5395.1614728
462,13.506364,-156.33771,140.75351,1700326.15992,5433.62388
463,13.426344,-156.37345,140.75009,1705779.24528,5472.8754144
464,13.345495,-156.40893,140.72768,1711272.4728,5512.9096752
465,13.263824,-156.44424,140.72541,1716805.5072,5553.7434264
466,13.181311,-156.4793,140.69839,1722379.9944,5595.3879456
467,13.097947,-156.51417,140.67368,1727996.75736,5637.881028
468,13.013732,-156.54886,140.65191,1733656.03992,5681.2607736
469,12.928646,-156.58338,140.63902,1739359.51848,5725.5485184
470,12.842688,-156.61772,140.66091,1745107.5588,5770.7826672
470.64001,12.787211,-156.63964,140.67621,1748810.20824,5800.278468
471,12.755843,-156.65194,140.71213,1750901.3496,5817.0482592
472,12.668106,-156.686,140.801,1756742.04912,5864.394672
473,12.579468,-156.71997,140.82983,1762630.48032,5912.8209912
474,12.489921,-156.75384,140.82563,1768567.89288,5962.3491624
475,12.399448,-156.78761,140.77942,1774555.6584,6013.042584
476,12.308046,-156.82133,140.76579,1780594.41696,6064.9097904
477,12.215694,-156.85498,140.70815,1786685.81448,6118.0190568
478,12.122381,-156.88861,140.6826,1792830.82632,6172.3810512
479,12.028088,-156.9222,140.66148,1799031.15936,6227.9116488
480,11.932816,-156.95579,140.62757,1805287.17936,6284.7300264
481,11.836546,-156.98941,140.57742,1811600.71512,6342.8876952
482,11.739268,-157.02305,140.85374,1817972.95536,6400.76952
483,11.641128,-157.05671,141.69346,1824399.72432,6451.5184152
484,11.542333,-157.09038,141.11481,1830874.74312,6498.0092544
485,11.442951,-157.12409,140.58334,1837395.11616,6542.4311112
486,11.343013,-157.15776,140.38148,1843959.228,6585.621576
487,11.242553,-157.19142,140.32752,1850565.88992,6627.6547152
488,11.141611,-157.22505,140.29301,1857214.0656,6668.21628
489,11.040251,-157.25866,140.24276,1863901.56048,6706.5671304
490,10.938548,-157.29223,139.93281,1870625.84472,6741.1207824
491,10.836632,-157.32572,139.70746,1877381.79768,6768.5744232
492,10.734783,-157.35907,139.07674,1884157.83696,6781.0895112
492.95999,10.637377,-157.39087,138.1522,1890669.64512,6784.7782008
493,10.63333,-157.39218,138.12981,1890940.88664,6784.9019496
494,10.532357,-157.42504,138.0024,1897727.38056,6787.9578744
495,10.431871,-157.4576,138.48631,1904516.80056,6790.950096
496,10.331863,-157.4899,139.14488,1911309.26856,6793.8926352
497,10.23233,-157.52196,139.63447,1918104.69312,6796.7876256
497.95999,10.137223,-157.55249,139.80218,1924630.88784,6799.5204624
498,10.133269,-157.55376,139.80231,1924902.89136,6799.6332384
499,10.034676,-157.58531,140.45895,1931703.80232,6802.357236
500,9.9365404,-157.61661,142.23944,1938507.54792,6805.0534968
501,9.8388617,-157.64765,144.72618,1945313.97576,6807.755244
502,9.74164,-157.67847,147.14096,1952122.9944,6810.4432752
503,9.6448687,-157.70903,148.99483,1958934.69528,6813.1050936
504,9.5485438,-157.73935,150.2666,1965749.16984,6815.7163152
505,9.4526615,-157.76945,151.09997,1972566.17424,6818.2796832
506,9.3572176,-157.79929,151.69117,1979385.79992,6820.7927592
507,9.2622077,-157.82892,152.12495,1986207.77256,6823.2637728
508,9.1676277,-157.85831,152.44456,1993032.27504,6825.6905904
509,9.0734708,-157.88748,152.68559,1999859.36832,6828.0802224
510,8.9797408,-157.91643,152.86815,2006688.4428,6830.432364
511,8.8864245,-157.94516,153.00594,2013520.04712,6832.7497584
512,8.7935228,-157.97368,153.11077,2020353.93744,6835.031796
513,8.7010287,-158.00196,153.19205,2027190.17472,6837.2787816
514,8.6089437,-158.03006,153.26845,2034028.3932,6839.4919344
515,8.5172604,-158.05793,153.33057,2040868.8672,6841.6743024
516,8.425968,-158.08557,153.38458,2047711.99296,6843.823752
517,8.3350748,-158.11304,153.44226,2054556.79512,6845.9430264
518,8.2445754,-158.1403,153.48585,2061403.548,6848.0312112
519,8.1544584,-158.16734,153.53062,2068252.61736,6850.0883064
520,8.0647252,-158.19419,153.57652,2075103.75936,6852.1155312
521,7.9753705,-158.22085,153.62348,2081956.94352,6854.1134952
522,7.8863909,-158.24729,153.67368,2088812.16984,6856.0803696
523,7.7977869,-158.27357,153.70967,2095669.13352,6858.0204216
524,7.70955,-158.29964,153.74613,2102528.0784,6859.9312128
525,7.6216794,-158.32552,153.78337,2109388.974,6861.8142672
526,7.5341723,-158.35123,153.82139,2116251.546,6863.6704992
527,7.4470181,-158.37673,153.86015,2123116.43448,6865.4992992
528,7.3602242,-158.40205,153.89961,2129982.786,6867.3015816
529,7.2737824,-158.4272,153.93974,2136850.93584,6869.0776512
530,7.1876893,-158.45217,153.98052,2143720.884,6870.8278128
531,7.1019442,-158.47698,154.02716,2150592.41712,6872.5514568
532,7.0165375,-158.50159,154.07312,2157465.90096,6874.2513264
533,6.9314709,-158.52603,154.10199,2164341.15264,6875.9249832
534,6.8467445,-158.5503,154.13134,2171217.654,6877.5736464
535,6.7623456,-158.5744,154.16116,2178096.28896,6879.19884
536,6.6782824,-158.59835,154.19146,2184976.11264,6880.7999544
537,6.5945455,-158.62211,154.22222,2191857.6432,6882.3775992
538,6.5111289,-158.6457,154.25344,2198740.97208,6883.932384
539,6.4280386,-158.66915,154.28512,2205625.55064,6885.4636992
540,6.3452639,-158.69242,154.31724,2212511.8056,6886.9724592
541,6.2628068,-158.71554,154.34978,2219399.49312,6888.458664
542,6.1806597,-158.73849,154.38275,2226288.85704,6889.9226184
543,6.0988266,-158.76131,154.41612,2233179.34872,6891.3646272
544,6.0172988,-158.78396,154.46152,2240071.42536,6892.783776
545,5.9360727,-158.80643,154.51042,2246965.08696,6894.1825032
546,5.8551534,-158.82879,154.5597,2253859.84584,6895.5595896
547,5.7745324,-158.85098,154.60852,2260756.03728,6896.9162544
548,5.694207,-158.87303,154.62955,2267653.60032,6898.251888
549,5.6141736,-158.89491,154.6509,2274552.65688,6899.5661856
550,5.5344364,-158.91668,154.67258,2281452.71928,6900.8606712
551,5.4549864,-158.93829,154.69455,2288354.15328,6902.1341256
552,5.3758196,-158.95974,154.71682,2295257.11128,6903.387768
552.88,5.3063898,-158.97852,154.73666,2301332.5068,6904.4746848
552.96002,5.3000913,-158.98022,154.73848,2301884.71296,6904.5728304
553,5.2969388,-158.98106,154.73941,2302161.13608,6904.622208
554,5.2183392,-159.00224,154.7835,2309066.41056,6905.850552
554.96002,5.1431472,-159.02245,154.86287,2315696.45064,6907.0115352
555,5.1400198,-159.02329,154.86696,2315972.72136,6907.0596936
555.20001,5.1243873,-159.02748,154.88833,2317354.28832,6907.2992664
555.91998,5.0682081,-159.04252,154.97814,2322327.8928,6908.15484
555.96002,5.0650912,-159.04336,154.98371,2322604.194,6908.202084
556,5.0619747,-159.04419,154.98936,2322880.4952,6908.249328
557,4.9842059,-159.06497,156.64301,2329789.27488,6909.4282944
558,4.9067079,-159.08561,157.78142,2336699.2128,6910.5813528
559,4.8294794,-159.10611,158.11091,2343610.36992,6911.7152088
560,4.7525171,-159.12648,157.59155,2350522.6548,6912.8316912
561,4.675819,-159.14671,156.27533,2357436.1284,6913.9289712
562,4.5993833,-159.16681,154.28116,2364350.6688,6915.008268
563,4.5232109,-159.1868,151.74965,2371266.1236,6916.0692768
564,4.4472968,-159.20666,148.80927,2378182.55376,6917.1123024
565,4.3716359,-159.22639,145.56297,2385100.2336,6918.1367352
566,4.2962281,-159.24597,142.08804,2392019.0412,6919.14288
567,4.2210756,-159.26547,138.44092,2398938.48888,6920.1316512
568,4.1461683,-159.2848,134.66274,2405859.30816,6921.1018296
569,4.0715122,-159.30405,130.78352,2412780.798,6922.0543296
570,3.9971008,-159.32316,126.82564,2419703.2632,6922.9888464
571,3.9229327,-159.34216,122.80108,2426626.70376,6923.903856
572,3.8490053,-159.36103,118.5649,2433551.11968,6924.8027112
573,3.7753182,-159.37979,114.31111,2440476.32808,6925.6841928
574,3.701866,-159.39842,109.94531,2447402.5728,6926.5467768
575,3.6286521,-159.41695,105.42734,2454329.51856,6927.3913776
576,3.5556717,-159.43537,100.71357,2461257.22632,6928.2192144
577,3.4829221,-159.45366,98.446458,2468185.90944,6929.0619864
578,3.4104023,-159.47185,96.89914,2475115.32408,6929.86422
579,3.3381086,-159.48992,95.927211,2482045.71408,6930.6478608
580,3.2660436,-159.50789,95.127854,2488976.71368,6931.4159568
581,3.1942029,-159.52576,94.947647,2495908.38384,6932.17308
582,3.1225828,-159.54351,94.875027,2502840.99888,6932.909172
583,3.051186,-159.56116,94.813871,2509774.16256,6933.6309384
584,2.9800054,-159.5787,94.764112,2516708.17968,6934.3383792
585,2.9090438,-159.59613,94.725672,2523642.74544,6935.0311896
586,2.8382947,-159.61346,94.698463,2530578.28656,6935.710284
587,2.767761,-159.63069,94.677478,2537514.31536,6936.3753576
588,2.6974385,-159.6478,94.666436,2544451.0452,6937.0264104
589,2.6273263,-159.66483,94.665683,2551388.35416,6937.6637472
590,2.5574241,-159.68176,94.674535,2558326.24224,6938.2879776
591,2.4877271,-159.69858,94.69233,2565264.89232,6938.8981872
592,2.4182339,-159.7153,94.718408,2572204.21296,6939.4952904
593,2.3489461,-159.73192,94.752112,2579143.96032,6940.0792872
594,2.2798608,-159.74846,94.792788,2586084.31728,6940.6498728
595,2.2109745,-159.76489,94.83982,2593025.28384,6941.207352
596,2.1422889,-159.78123,94.894477,2599966.64664,6941.7523344
597,2.0737979,-159.79748,94.961498,2606908.80192,6942.28482
598,2.0055044,-159.81363,95.03484,2613851.29248,6942.8041992
599,1.9374044,-159.82969,95.114437,2620794.36216,6943.3110816
600,1.869498,-159.84566,95.200185,2627737.88904,6943.805772
601,1.8017811,-159.86153,95.292006,2634682.02552,6944.2882704
602,1.7342558,-159.87732,95.3898,2641626.49728,6944.7585768
603,1.6669171,-159.89301,95.493486,2648571.57864,6945.2163864
604,1.599766,-159.90862,95.602939,2655517.02576,6945.6626136
605,1.5328012,-159.92416,95.718062,2662462.71672,6946.096344
606,1.4660182,-159.93958,95.838771,2669409.16968,6946.5187968
607,1.3994191,-159.95494,95.964906,2676355.80552,6946.9296672
608,1.3330013,-159.9702,96.096375,2683302.92904,6947.3289552
609,1.2667627,-159.98537,96.233054,2690250.47928,6947.7160512
610,1.2007025,-160.00047,96.374811,2697198.33432,6948.0924792
611,1.1348186,-160.01548,96.521521,2704146.738,6948.4573248
612,1.0691114,-160.03041,96.673037,2711095.29408,6948.8111976
612.96002,1.0061961,-160.04466,96.822888,2717766.29928,6949.139772
613,1.003577,-160.04525,96.829224,2718044.33784,6949.1537928
614,0.93821814,-160.06002,96.79953,2724993.59496,6949.4829768
615,0.8730288,-160.0747,96.764553,2731943.2788,6949.8033216
616,0.80801164,-160.08931,96.734835,2738893.11504,6950.1133032
617,0.74316124,-160.10383,96.710366,2745843.5304,6950.4120072
618,0.67848214,-160.11828,96.691112,2752793.94576,6950.7006528
619,0.61396752,-160.13265,96.677061,2759744.78784,6950.9783256
620,0.5496191,-160.14695,96.668174,2766695.84328,6951.2453304
621,0.48543436,-160.16116,96.664433,2773647.20352,6951.501972
622,0.42141189,-160.17529,96.665803,2780598.96,6951.7479456
623,0.35755126,-160.18935,96.669753,2787550.89936,6951.9841656
624,0.29385165,-160.20333,96.673418,2794502.99112,6952.2103272
625,0.23031129,-160.21725,96.680774,2801455.32672,6952.4261256
626,0.16693085,-160.23111,96.691468,2808407.6928,6952.6321704
627,0.10370483,-160.24486,96.577662,2815360.54656,6952.8257184
628,0.040637678,-160.25857,96.405907,2822313.2784,6953.0113416
629,-0.022278232,-160.27218,96.240059,2829266.55888,6953.187516
