"Time (sec)","Elevation (deg)","Azimuth (deg)","Aspect Angle (deg)","Range (m)","Range Rate (m/s)"
562,3.4298741,196.86379,152.24201,2473265.34048,6958.6903752
563,3.3572126,196.85582,149.38123,2480224.25976,6959.3188728
564,3.2847813,196.8479,146.20025,2487183.72768,6959.9330448
565,3.2125758,196.84004,142.77985,2494144.04904,6960.5328912
566,3.1405965,196.83224,139.1793,2501104.98,6961.1178024
567,3.0688447,196.82447,135.44173,2508066.21576,6961.6896072
568,2.9973121,196.81679,131.59875,2515028.36592,6962.246172
569,2.9260032,196.80912,127.67375,2521990.82088,6962.788716
570,2.8549132,196.80152,123.68444,2528953.82448,6963.3172392
571,2.7840402,196.79396,119.63969,2535917.4072,6963.8293032
572,2.7133825,196.78645,115.39641,2542881.50808,6964.3291752
573,2.6429393,196.77899,111.13983,2549846.06616,6964.8150264
574,2.5727062,196.77159,106.77642,2556811.23384,6965.2856376
575,2.5026859,196.76423,102.26466,2563776.70632,6965.7416184
576,2.4328743,196.75691,97.559952,2570742.57504,6966.184188
577,2.3632691,196.74964,95.30513,2577709.05336,6966.6453504
578,2.2938693,196.74241,93.771594,2584675.86696,6967.0693272
579,2.2246719,196.73524,92.813166,2591643.25968,6967.4777592
580,2.1556791,196.72811,92.02476,2598610.89624,6967.8736944
581,2.0868868,196.72101,91.854634,2605578.86808,6968.2623144
582,2.018292,196.71397,91.792138,2612547.35808,6968.633256
583,1.9498971,196.70697,91.74089,2619516.09192,6968.9926152
584,1.8816959,196.70002,91.700816,2626485.31344,6969.3410016
585,1.8136907,196.6931,91.671836,2633454.68736,6969.6778056
586,1.7458759,196.68624,91.653858,2640424.67088,6970.0039416
587,1.678254,196.67941,91.641781,2647394.83728,6970.3191048
588,1.6108216,196.67264,91.639402,2654365.33896,6970.6232952
589,1.5435773,196.66589,91.64709,2661336.054,6970.9165128
590,1.4765213,196.65918,91.664166,2668307.04336,6971.199672
591,1.4096493,196.65253,91.689975,2675278.45944,6971.4715536
592,1.3429602,196.64592,91.723869,2682250.14984,6971.7333768
593,1.2764553,196.63934,91.765197,2689221.96216,6971.9848368
594,1.2101318,196.6328,91.813323,2696194.07928,6972.2256288
595,1.1439871,196.6263,91.867641,2703166.44024,6972.4563624
596,1.0780223,196.61984,91.929456,2710138.89264,6972.6770376
597,1.0122322,196.61342,92.00357,2717111.80224,6972.8876544
598,0.94661934,196.60704,92.083887,2724084.74232,6973.087908
599,0.8811805,196.6007,92.170356,2731057.95672,6973.278408
600,0.81591524,196.59439,92.262892,2738031.26256,6973.4594592
601,0.75082041,196.58813,92.361438,2745004.90368,6973.6307568
602,0.6858975,196.58189,92.465914,2751978.5448,6973.7923008
603,0.62114244,196.57571,92.576258,2758952.49072,6973.9440912
604,0.5565558,196.56954,92.692368,2765926.55856,6974.0864328
605,0.49213654,196.56341,92.814168,2772900.53496,6974.2193256
606,0.42788119,196.55734,92.941593,2779874.93808,6974.3430744
607,0.36379068,196.55128,93.074509,2786849.24976,6974.4570696
608,0.29986345,196.54526,93.212844,2793823.7748,6974.5622256
609,0.23609758,196.53929,93.356497,2800798.39128,6974.6579328
610,0.17249203,196.53334,93.505357,2807773.03824,6974.7448008
611,0.10904524,196.52744,93.659323,2814747.95952,6974.8225248
612,0.045757333,196.52156,93.818269,2821722.7284,6974.8917144
612.96002,-0.014851641,196.51595,93.975438,2828418.66624,6974.9490168
